user_id,hotel_id,rating,date_sejour
U0005,H005,2.0,2024-02-02
U0005,H080,4.5,2025-06-27
U0005,H039,4.3,2024-05-11
U0005,H042,3.8,2025-09-12
U0005,H048,1.5,2024-06-21
U0005,H049,5.0,2024-12-19
U0005,H053,4.1,2025-06-23
U0005,H069,1.6,2024-04-25
U0005,H064,4.9,2024-07-18
U0006,H034,3.4,2025-02-25
U0006,H068,1.9,2025-09-02
U0006,H074,4.6,2025-10-22
U0006,H046,1.9,2025-10-20
U0006,H017,1.5,2025-08-21
U0006,H073,3.3,2025-01-18
U0006,H064,4.1,2023-12-02
U0006,H067,1.5,2025-03-18
U0006,H078,5.0,2025-05-11
U0006,H072,1.7,2024-06-05
U0006,H024,1.4,2024-05-01
U0006,H030,4.8,2023-12-04
U0006,H038,4.8,2024-08-15
U0006,H025,5.0,2024-12-29
U0006,H001,4.9,2024-04-05
U0006,H016,3.0,2024-08-31
U0006,H004,4.6,2024-12-05
U0006,H069,1.4,2025-05-07
U0006,H041,4.8,2025-04-03
U0006,H051,1.3,2024-07-23
U0007,H023,4.2,2025-05-05
U0007,H025,3.2,2024-03-14
U0007,H043,4.3,2024-12-12
U0007,H044,4.5,2024-05-29
U0007,H062,2.9,2024-11-19
U0007,H061,3.4,2023-12-27
U0007,H005,3.0,2024-09-19
U0007,H018,3.3,2024-04-20
U0007,H076,3.8,2024-02-23
U0007,H020,4.2,2025-05-04
U0008,H072,3.9,2025-05-24
U0008,H069,4.7,2025-09-07
U0008,H003,4.6,2025-07-28
U0008,H027,4.5,2025-09-01
U0008,H074,4.5,2025-05-06
U0008,H043,5.0,2024-02-04
U0008,H046,3.4,2024-11-24
U0008,H009,5.0,2024-10-05
U0008,H020,3.9,2025-01-16
U0008,H036,4.1,2024-02-11
U0008,H004,4.1,2024-08-21
U0008,H044,5.0,2024-11-05
U0008,H049,4.9,2024-08-09
U0008,H022,3.9,2025-04-14
U0008,H050,4.3,2025-09-13
U0008,H024,4.1,2025-06-06
U0008,H015,4.9,2025-10-27
U0008,H056,3.5,2024-03-22
U0008,H051,4.3,2025-06-06
U0008,H068,4.1,2024-02-04
U0009,H068,2.3,2024-03-21
U0009,H040,2.9,2025-05-27
U0009,H042,4.3,2024-10-02
U0009,H019,4.7,2024-05-15
U0009,H013,2.4,2025-04-04
U0009,H067,2.7,2024-03-13
U0009,H017,2.4,2025-04-04
U0009,H027,5.0,2024-05-20
U0009,H005,2.6,2024-04-23
U0009,H059,4.7,2024-04-13
U0009,H050,4.3,2024-12-02
U0009,H075,5.0,2025-10-15
U0009,H015,5.0,2024-04-10
U0009,H001,5.0,2025-09-08
U0009,H079,4.8,2024-06-22
U0009,H006,4.8,2025-02-21
U0009,H012,2.1,2024-12-02
U0009,H022,2.2,2025-06-12
U0009,H030,4.2,2025-03-19
U0009,H057,5.0,2024-09-30
U0009,H003,5.0,2025-04-07
U0009,H007,2.8,2025-02-16
U0009,H034,3.1,2025-04-06
U0009,H070,4.5,2024-09-30
U0009,H043,5.0,2024-03-08
U0010,H017,3.6,2024-05-31
U0010,H004,3.3,2024-03-08
U0010,H061,3.1,2024-01-31
U0010,H007,4.4,2024-03-09
U0010,H014,4.2,2024-02-18
U0010,H050,3.4,2025-09-17
U0010,H077,4.8,2025-01-14
U0010,H012,3.7,2024-05-12
U0010,H055,4.7,2024-04-23
U0010,H051,3.8,2025-06-11
U0010,H023,4.1,2025-10-21
U0011,H060,5.0,2024-01-01
U0011,H073,3.7,2025-10-24
U0011,H017,2.5,2024-04-05
U0011,H012,2.8,2024-04-20
U0011,H080,5.0,2024-01-14
U0011,H013,2.9,2024-10-05
U0011,H059,4.8,2024-05-15
U0011,H040,3.5,2024-09-16
U0011,H076,4.3,2025-11-17
U0011,H061,5.0,2024-03-09
U0011,H030,4.4,2025-03-19
U0011,H029,4.6,2023-12-20
U0012,H060,4.3,2025-03-21
U0012,H022,3.5,2023-12-14
U0012,H037,3.2,2024-10-04
U0012,H045,5.0,2025-06-23
U0012,H074,3.7,2025-09-12
U0012,H017,3.2,2025-08-29
U0012,H066,3.2,2024-06-18
U0012,H014,3.6,2025-04-22
U0012,H052,4.5,2024-07-06
U0012,H073,3.6,2024-01-09
U0012,H042,3.9,2024-11-15
U0012,H010,3.6,2024-03-26
U0012,H039,5.0,2024-07-18
U0012,H080,4.7,2025-06-22
U0012,H072,3.2,2024-04-19
U0012,H053,4.3,2025-10-06
U0012,H031,2.9,2024-07-26
U0012,H040,3.9,2024-03-17
U0012,H016,3.5,2024-01-18
U0012,H036,4.0,2024-10-17
U0012,H011,4.5,2024-07-31
U0012,H064,3.8,2025-01-21
U0012,H025,4.3,2023-12-17
U0012,H005,3.1,2024-08-04
U0012,H079,4.6,2024-04-30
U0013,H018,4.3,2025-05-08
U0013,H075,4.1,2024-10-04
U0013,H001,4.0,2024-07-01
U0013,H019,4.8,2025-09-06
U0013,H020,4.0,2025-07-10
U0013,H058,4.4,2024-03-21
U0013,H069,3.1,2024-12-26
U0013,H038,4.5,2025-07-08
U0013,H050,3.5,2025-02-02
U0013,H079,5.0,2024-03-26
U0013,H026,3.3,2024-02-11
U0013,H027,4.7,2024-02-16
U0013,H041,4.7,2024-02-18
U0013,H039,3.9,2025-01-31
U0013,H067,3.0,2025-07-01
U0013,H056,3.5,2024-08-25
U0014,H031,4.3,2024-06-03
U0014,H056,4.3,2025-01-30
U0014,H076,4.5,2023-11-28
U0014,H051,4.5,2025-11-03
U0014,H041,3.5,2025-07-28
U0014,H049,3.4,2024-11-02
U0014,H052,3.0,2025-03-16
U0014,H075,4.2,2025-01-24
U0014,H079,3.3,2025-03-24
U0014,H070,4.2,2025-09-29
U0015,H010,4.1,2024-11-23
U0015,H003,5.0,2024-02-27
U0015,H019,4.1,2025-07-05
U0015,H063,4.4,2024-05-05
U0015,H056,3.9,2025-06-12
U0015,H018,4.1,2024-05-11
U0015,H011,4.8,2024-12-31
U0015,H075,4.3,2025-08-15
U0015,H054,4.1,2024-08-26
U0015,H059,4.4,2024-04-30
U0016,H074,4.0,2024-02-05
U0016,H064,3.5,2024-12-28
U0016,H031,2.6,2024-08-27
U0016,H065,4.0,2025-08-05
U0016,H035,3.2,2024-10-28
U0016,H053,3.8,2025-01-27
U0016,H070,3.5,2024-02-26
U0016,H047,3.8,2024-07-26
U0016,H005,2.1,2025-09-28
U0016,H072,3.5,2025-01-03
U0017,H067,1.6,2025-07-27
U0017,H011,4.8,2024-10-07
U0017,H080,4.7,2025-07-09
U0017,H012,1.5,2023-12-19
U0017,H032,5.0,2025-05-31
U0017,H061,4.9,2024-03-07
U0017,H010,5.0,2024-01-17
U0017,H070,4.0,2024-11-08
U0017,H040,2.8,2024-07-27
U0017,H007,3.1,2023-12-18
U0017,H044,4.7,2023-12-27
U0017,H069,1.7,2025-11-19
U0017,H002,4.8,2025-07-01
U0017,H075,4.7,2024-01-27
U0017,H059,5.0,2025-02-06
U0017,H078,5.0,2025-03-11
U0017,H043,5.0,2024-01-04
U0017,H027,4.9,2025-07-18
U0017,H023,5.0,2024-04-28
U0017,H052,4.9,2025-08-04
U0017,H019,5.0,2024-07-07
U0017,H060,4.9,2024-10-01
U0017,H079,4.5,2024-09-07
U0017,H003,5.0,2024-01-24
U0018,H048,2.5,2024-03-31
U0018,H023,4.4,2024-08-18
U0018,H034,4.9,2025-04-26
U0018,H031,2.8,2025-06-27
U0018,H063,4.6,2025-02-10
U0018,H024,2.9,2025-04-30
U0018,H068,3.1,2024-01-28
U0018,H005,2.8,2025-06-27
U0018,H044,5.0,2024-04-29
U0018,H011,4.6,2024-02-09
U0018,H019,3.5,2024-04-30
U0018,H020,3.4,2025-01-04
U0018,H064,4.2,2025-10-28
U0018,H053,3.7,2024-09-15
U0018,H050,3.7,2024-08-07
U0018,H077,4.7,2024-08-06
U0018,H057,3.9,2024-02-09
U0018,H047,4.2,2025-06-06
U0018,H041,4.5,2025-07-22
U0018,H071,3.6,2025-08-24
U0018,H014,3.8,2023-12-15
U0018,H037,3.7,2024-07-29
U0018,H076,3.8,2024-12-25
U0018,H054,4.3,2024-01-15
U0019,H079,4.4,2025-08-04
U0019,H035,4.1,2024-04-08
U0019,H043,4.8,2024-08-28
U0019,H080,3.9,2025-07-08
U0019,H077,4.9,2024-07-04
U0019,H013,3.6,2024-10-20
U0019,H033,3.7,2025-04-19
U0019,H051,4.4,2024-08-10
U0019,H060,4.1,2024-04-15
U0019,H031,3.3,2024-03-03
U0019,H025,3.2,2025-07-23
U0019,H067,4.2,2025-10-28
U0019,H044,4.5,2023-12-07
U0019,H024,3.6,2025-05-31
U0019,H041,4.5,2024-05-31
U0019,H002,4.7,2024-10-03
U0019,H065,3.6,2024-02-16
U0019,H054,3.5,2025-02-07
U0019,H005,3.3,2024-01-25
U0019,H001,3.9,2023-12-23
U0019,H027,4.3,2025-03-21
U0019,H007,5.0,2025-01-12
U0019,H034,4.2,2025-05-23
U0020,H038,5.0,2024-11-27
U0020,H060,4.7,2024-11-03
U0020,H010,5.0,2025-05-31
U0020,H059,5.0,2024-12-06
U0020,H036,3.1,2025-01-23
U0020,H055,3.3,2024-07-14
U0020,H042,4.2,2025-06-08
U0020,H033,1.4,2024-11-08
U0020,H021,4.8,2023-12-02
U0020,H078,4.8,2024-04-04
U0020,H076,4.4,2025-11-08
U0020,H008,4.8,2025-09-11
U0020,H049,4.7,2024-08-24
U0020,H050,4.4,2025-01-15
U0020,H043,5.0,2024-08-09
U0020,H069,1.7,2025-07-11
U0020,H034,2.9,2024-12-18
U0020,H062,1.0,2025-05-06
U0021,H064,3.5,2025-10-24
U0021,H020,3.9,2025-03-15
U0021,H001,4.4,2025-08-21
U0021,H005,4.1,2025-06-30
U0021,H050,4.3,2025-03-22
U0021,H035,3.7,2025-09-29
U0021,H079,4.8,2024-03-02
U0021,H043,4.3,2024-09-10
U0021,H051,4.8,2025-07-30
U0021,H078,4.7,2025-08-26
U0022,H016,4.1,2025-02-05
U0022,H073,3.7,2024-11-18
U0022,H069,3.2,2024-05-28
U0022,H046,3.9,2024-05-10
U0022,H043,4.4,2023-11-24
U0022,H039,4.3,2024-12-04
U0022,H052,4.8,2025-01-19
U0022,H008,4.4,2025-10-01
U0022,H012,3.2,2025-06-28
U0022,H047,3.8,2025-04-26
U0022,H078,4.6,2023-12-30
U0022,H044,4.7,2025-10-27
U0022,H011,4.5,2025-03-09
U0022,H059,4.3,2025-08-16
U0022,H038,3.6,2025-02-01
U0022,H026,3.0,2025-08-01
U0022,H023,3.8,2024-10-20
U0022,H036,4.1,2025-01-20
U0022,H003,4.8,2024-05-30
U0022,H025,4.2,2023-12-27
U0022,H076,4.2,2024-11-22
U0022,H013,3.0,2024-08-05
U0022,H020,4.4,2025-09-06
U0022,H045,5.0,2024-08-21
U0022,H061,4.0,2024-07-28
U0023,H020,4.0,2025-05-21
U0023,H075,4.4,2024-06-08
U0023,H030,4.3,2025-01-28
U0023,H010,5.0,2025-02-24
U0023,H005,2.2,2025-02-06
U0023,H019,4.6,2025-08-22
U0023,H063,3.4,2024-03-29
U0023,H003,5.0,2025-06-25
U0023,H061,4.8,2024-02-25
U0023,H006,4.5,2024-06-04
U0023,H032,5.0,2024-11-07
U0023,H017,1.6,2025-04-02
U0023,H002,4.8,2024-01-26
U0023,H023,5.0,2025-08-05
U0023,H007,2.7,2024-04-10
U0023,H040,3.0,2025-11-14
U0023,H013,1.1,2025-10-21
U0023,H078,4.8,2025-02-15
U0023,H065,5.0,2024-11-07
U0023,H011,5.0,2025-06-20
U0023,H054,5.0,2024-07-08
U0023,H038,4.8,2025-10-15
U0023,H076,4.1,2024-10-12
U0023,H053,3.9,2025-08-16
U0023,H057,5.0,2025-10-14
U0023,H066,1.8,2025-06-10
U0023,H008,4.9,2024-03-16
U0024,H079,5.0,2024-07-26
U0024,H049,4.6,2025-04-09
U0024,H021,4.5,2025-02-28
U0024,H003,4.4,2024-10-04
U0024,H063,4.2,2024-01-28
U0024,H011,4.7,2025-06-03
U0024,H001,5.0,2025-10-28
U0024,H074,4.2,2025-10-30
U0024,H023,4.9,2024-02-10
U0024,H012,4.3,2024-06-14
U0024,H037,4.0,2025-02-06
U0024,H054,4.0,2024-06-09
U0024,H061,4.3,2024-08-18
U0024,H017,4.6,2025-09-09
U0024,H027,4.6,2025-07-02
U0024,H019,4.2,2023-12-07
U0024,H035,4.3,2025-09-18
U0024,H034,4.3,2024-05-11
U0024,H029,3.9,2025-01-28
U0024,H066,3.4,2025-07-05
U0024,H016,3.6,2025-08-25
U0024,H071,4.2,2025-05-18
U0024,H040,3.8,2025-08-22
U0024,H045,4.6,2025-11-17
U0024,H077,3.8,2025-08-07
U0024,H039,4.5,2025-08-07
U0024,H059,4.2,2024-05-26
U0024,H046,3.9,2025-06-14
U0024,H032,4.6,2025-10-04
U0024,H058,4.2,2025-02-04
U0025,H014,4.4,2024-05-14
U0025,H007,4.3,2024-10-26
U0025,H069,3.7,2024-09-25
U0025,H023,4.8,2024-05-01
U0025,H021,3.8,2024-12-24
U0025,H004,3.3,2023-12-04
U0025,H063,4.7,2025-02-23
U0025,H066,3.5,2024-01-15
U0025,H015,5.0,2024-12-31
U0025,H010,4.0,2024-03-10
U0025,H031,3.8,2024-10-30
U0026,H010,4.1,2025-06-09
U0026,H061,3.3,2025-03-26
U0026,H075,4.4,2025-07-18
U0026,H063,3.4,2025-04-05
U0026,H007,3.3,2024-10-26
U0026,H056,4.8,2024-02-17
U0026,H019,3.9,2024-09-03
U0026,H028,4.3,2025-03-17
U0026,H059,3.5,2025-04-16
U0026,H023,3.1,2024-06-26
U0026,H050,4.4,2024-09-04
U0026,H048,3.8,2025-05-21
U0026,H018,3.2,2025-03-27
U0026,H072,4.1,2025-04-30
U0026,H025,4.0,2024-08-20
U0026,H046,3.6,2025-01-14
U0026,H035,5.0,2025-10-20
U0027,H012,3.7,2025-10-15
U0027,H053,3.9,2025-08-13
U0027,H067,4.3,2025-03-18
U0027,H063,4.7,2025-01-08
U0027,H028,3.6,2025-05-10
U0027,H061,3.7,2025-08-15
U0027,H060,3.3,2025-11-15
U0027,H036,4.8,2025-02-10
U0027,H002,4.6,2024-03-10
U0027,H055,4.4,2025-07-29
U0027,H032,3.8,2025-06-14
U0027,H070,3.7,2024-04-01
U0027,H042,3.7,2024-07-04
U0027,H056,3.3,2024-10-05
U0027,H029,3.7,2025-04-17
U0027,H020,3.8,2024-12-20
U0027,H001,4.5,2024-03-15
U0028,H003,3.6,2025-08-29
U0028,H062,4.3,2024-08-20
U0028,H040,2.9,2024-05-13
U0028,H021,4.1,2024-05-15
U0028,H059,3.6,2025-06-25
U0028,H074,4.0,2023-12-10
U0028,H004,4.0,2025-10-07
U0028,H076,4.3,2024-08-23
U0028,H060,4.1,2025-09-18
U0028,H018,3.8,2025-10-20
U0028,H052,3.5,2025-06-17
U0028,H024,4.1,2025-09-13
U0029,H074,4.7,2023-12-17
U0029,H027,4.0,2025-05-30
U0029,H011,4.8,2025-10-02
U0029,H043,4.0,2025-07-17
U0029,H008,3.8,2024-03-15
U0029,H066,4.2,2025-07-22
U0029,H047,4.7,2024-07-22
U0029,H007,4.0,2025-10-19
U0029,H015,5.0,2023-12-30
U0029,H050,4.0,2025-06-11
U0029,H080,4.9,2024-04-03
U0029,H060,4.2,2025-11-13
U0029,H006,4.8,2025-05-01
U0029,H070,3.8,2025-07-08
U0029,H067,4.4,2024-09-06
U0029,H023,4.5,2025-01-27
U0029,H009,4.7,2025-09-08
U0029,H036,3.7,2024-07-30
U0029,H046,3.4,2024-11-22
U0029,H071,4.0,2025-06-27
U0029,H014,3.7,2024-12-06
U0029,H064,3.8,2025-04-13
U0029,H022,3.5,2025-04-12
U0029,H016,4.3,2024-04-13
U0029,H035,3.9,2024-10-26
U0029,H076,4.3,2025-09-17
U0029,H042,4.0,2023-12-29
U0030,H012,2.9,2024-07-06
U0030,H011,4.9,2024-03-16
U0030,H051,3.5,2024-06-26
U0030,H023,4.7,2025-01-14
U0030,H037,4.5,2025-10-06
U0030,H010,4.3,2024-12-02
U0030,H014,4.0,2025-08-01
U0030,H022,2.8,2025-01-07
U0030,H036,3.6,2024-09-18
U0030,H015,5.0,2024-05-21
U0030,H019,4.1,2024-06-26
U0030,H064,3.8,2024-10-04
U0030,H020,3.6,2025-01-18
U0030,H027,4.7,2025-10-23
U0030,H003,4.3,2025-01-25
U0030,H038,4.1,2024-09-07
U0030,H054,4.0,2024-04-23
U0030,H063,4.1,2024-08-24
U0030,H044,4.9,2024-05-16
U0030,H035,3.1,2025-05-04
U0030,H060,4.3,2024-10-10
U0030,H009,4.5,2024-11-10
U0030,H031,2.9,2024-06-26
U0030,H077,4.2,2024-12-09
U0031,H019,4.5,2024-04-08
U0031,H046,3.9,2024-07-30
U0031,H037,4.4,2025-01-16
U0031,H059,4.4,2024-07-02
U0031,H022,2.8,2025-10-15
U0031,H021,4.5,2024-06-08
U0031,H069,3.4,2024-10-18
U0031,H078,5.0,2024-06-14
U0031,H024,2.7,2024-02-21
U0031,H023,4.0,2025-08-24
U0031,H020,4.2,2025-05-25
U0032,H069,3.6,2024-11-24
U0032,H039,5.0,2025-04-25
U0032,H016,3.3,2024-09-14
U0032,H004,4.0,2024-05-06
U0032,H052,3.7,2024-08-11
U0032,H064,3.9,2024-04-04
U0032,H019,3.9,2024-04-10
U0032,H059,4.3,2025-11-19
U0032,H041,4.0,2025-08-02
U0032,H020,3.9,2025-03-11
U0032,H001,4.8,2023-12-25
U0032,H065,4.1,2024-09-06
U0032,H043,4.7,2025-09-04
U0032,H038,4.1,2025-02-04
U0032,H061,4.1,2024-05-25
U0033,H052,3.5,2024-01-01
U0033,H029,3.6,2024-10-13
U0033,H058,3.4,2024-08-27
U0033,H046,3.3,2024-03-14
U0033,H012,4.7,2025-09-18
U0033,H042,3.5,2025-05-15
U0033,H008,5.0,2024-01-09
U0033,H025,4.1,2024-09-06
U0033,H068,3.9,2025-01-31
U0033,H079,3.6,2024-01-16
U0034,H078,3.5,2025-09-12
U0034,H066,4.2,2025-02-13
U0034,H008,4.5,2024-11-01
U0034,H047,4.2,2025-01-07
U0034,H051,4.2,2024-02-07
U0034,H019,3.5,2024-10-10
U0034,H055,3.6,2024-05-19
U0034,H048,4.4,2025-05-12
U0034,H050,4.7,2024-09-02
U0034,H073,3.0,2025-04-10
U0034,H002,3.9,2024-09-08
U0034,H037,4.4,2025-10-08
U0034,H045,3.2,2024-04-09
U0034,H068,4.0,2023-12-15
U0034,H040,2.9,2024-08-04
U0034,H058,3.6,2025-09-24
U0034,H012,4.0,2025-08-28
U0034,H014,3.7,2024-01-28
U0034,H077,3.6,2025-05-05
U0034,H057,4.1,2025-06-01
U0034,H029,4.4,2025-02-26
U0034,H071,4.4,2024-12-24
U0034,H027,2.9,2024-02-29
U0034,H052,3.5,2024-12-18
U0034,H060,4.9,2024-11-20
U0034,H075,4.5,2025-03-26
U0034,H011,3.3,2025-08-27
U0034,H061,3.2,2024-12-06
U0034,H062,3.8,2023-12-25
U0035,H001,4.8,2024-05-25
U0035,H020,4.7,2024-04-29
U0035,H034,2.8,2023-12-06
U0035,H039,5.0,2023-12-22
U0035,H061,5.0,2025-05-05
U0035,H016,2.2,2025-05-23
U0035,H037,4.3,2024-08-04
U0035,H054,4.9,2025-10-18
U0035,H023,4.7,2024-05-12
U0035,H063,2.9,2024-09-16
U0036,H061,3.7,2024-09-07
U0036,H016,3.9,2024-04-26
U0036,H048,3.9,2025-04-28
U0036,H066,3.6,2023-11-21
U0036,H074,3.9,2024-02-04
U0036,H003,3.9,2024-11-01
U0036,H034,4.4,2024-01-02
U0036,H021,3.4,2025-08-01
U0036,H008,3.7,2025-02-21
U0036,H019,4.0,2024-07-25
U0036,H041,4.7,2024-07-23
U0036,H060,3.7,2025-05-18
U0036,H018,3.5,2024-08-25
U0036,H046,4.9,2025-07-03
U0036,H073,4.3,2025-02-13
U0036,H007,4.6,2024-06-04
U0036,H035,3.6,2025-10-07
U0036,H024,3.4,2025-09-11
U0037,H069,2.1,2025-08-20
U0037,H075,5.0,2025-07-21
U0037,H046,3.1,2025-01-15
U0037,H019,5.0,2025-02-23
U0037,H002,5.0,2023-11-25
U0037,H018,5.0,2024-05-20
U0037,H067,2.3,2024-01-22
U0037,H037,4.5,2025-11-13
U0037,H048,2.0,2025-03-19
U0037,H063,2.8,2023-12-28
U0037,H053,4.4,2025-11-09
U0037,H044,4.9,2024-03-01
U0037,H021,5.0,2025-08-03
U0038,H010,5.0,2024-09-24
U0038,H015,5.0,2025-02-10
U0038,H017,2.9,2024-08-25
U0038,H003,5.0,2024-12-21
U0038,H062,2.3,2024-12-09
U0038,H045,4.8,2025-02-18
U0038,H040,3.1,2025-06-02
U0038,H047,4.0,2024-03-27
U0038,H018,5.0,2025-02-28
U0038,H057,5.0,2024-02-21
U0038,H067,2.6,2025-07-08
U0038,H044,4.6,2024-11-03
U0038,H023,5.0,2024-05-19
U0038,H039,5.0,2024-05-03
U0038,H004,4.7,2024-06-05
U0038,H016,3.1,2025-08-05
U0038,H029,4.3,2024-07-30
U0038,H009,4.5,2025-06-15
U0038,H055,3.1,2024-12-02
U0038,H075,4.2,2024-04-09
U0038,H080,5.0,2025-02-08
U0038,H061,5.0,2024-02-13
U0038,H079,5.0,2025-03-08
U0038,H020,4.6,2024-12-18
U0039,H019,4.6,2024-10-20
U0039,H036,2.9,2025-03-02
U0039,H075,5.0,2024-07-21
U0039,H045,4.9,2025-05-16
U0039,H046,3.0,2024-03-04
U0039,H021,5.0,2025-01-01
U0039,H065,4.8,2024-05-05
U0039,H031,1.0,2025-07-26
U0039,H074,4.8,2024-01-16
U0039,H009,4.6,2024-01-26
U0039,H013,1.0,2024-09-07
U0039,H002,5.0,2024-02-25
U0040,H057,4.8,2025-09-12
U0040,H014,3.0,2024-04-13
U0040,H024,2.1,2024-07-21
U0040,H046,3.2,2025-07-02
U0040,H049,4.9,2025-10-13
U0040,H055,2.9,2025-08-18
U0040,H028,4.8,2024-07-14
U0040,H066,2.5,2025-05-28
U0040,H030,3.8,2024-02-27
U0040,H053,4.6,2025-01-28
U0040,H015,4.7,2025-11-08
U0040,H041,4.4,2025-02-10
U0040,H016,3.0,2025-03-19
U0040,H060,5.0,2025-01-06
U0040,H070,4.6,2025-09-15
U0041,H061,3.7,2024-04-15
U0041,H048,2.4,2023-12-24
U0041,H023,4.9,2024-10-03
U0041,H002,5.0,2025-11-19
U0041,H063,4.6,2024-07-09
U0041,H014,4.6,2025-05-14
U0041,H051,2.9,2024-05-28
U0041,H057,3.8,2025-11-10
U0041,H067,3.2,2025-01-12
U0041,H011,4.8,2024-06-23
U0041,H016,5.0,2025-08-26
U0041,H019,3.7,2023-12-02
U0042,H064,4.3,2024-12-21
U0042,H036,3.9,2024-04-26
U0042,H075,4.3,2024-09-25
U0042,H076,4.6,2025-01-26
U0042,H035,4.3,2024-06-15
U0042,H052,5.0,2024-09-04
U0042,H046,3.7,2024-07-23
U0042,H061,4.1,2025-01-29
U0042,H078,4.5,2025-11-01
U0042,H063,3.9,2023-11-22
U0042,H066,4.0,2024-08-25
U0042,H079,5.0,2024-03-28
U0042,H019,4.6,2023-12-05
U0042,H059,4.5,2024-05-25
U0042,H014,3.3,2025-09-02
U0042,H016,3.9,2025-07-20
U0042,H033,4.3,2025-07-15
U0042,H032,4.2,2025-06-17
U0042,H071,4.2,2025-04-26
U0042,H015,4.4,2024-02-20
U0042,H041,5.0,2024-02-26
U0042,H009,4.0,2025-06-05
U0042,H002,4.5,2023-11-29
U0043,H056,3.2,2024-06-11
U0043,H016,4.3,2023-11-26
U0043,H050,3.5,2024-03-17
U0043,H058,5.0,2024-06-17
U0043,H041,4.4,2024-04-02
U0043,H049,4.6,2024-11-06
U0043,H057,3.8,2024-11-29
U0043,H059,3.6,2025-05-12
U0043,H005,4.1,2025-06-18
U0043,H072,4.1,2024-06-19
U0043,H023,4.4,2024-07-09
U0044,H061,4.5,2024-11-12
U0044,H080,5.0,2025-05-04
U0044,H072,1.9,2025-04-03
U0044,H021,4.9,2025-08-17
U0044,H065,5.0,2025-08-08
U0044,H008,4.8,2025-08-23
U0044,H051,1.5,2024-01-20
U0044,H034,2.8,2024-08-26
U0044,H064,4.2,2025-01-18
U0044,H049,5.0,2025-09-15
U0044,H046,2.9,2024-08-20
U0044,H037,4.2,2024-04-18
U0044,H042,4.6,2024-08-19
U0044,H075,5.0,2024-11-04
U0044,H004,4.7,2024-03-25
U0044,H006,4.3,2025-04-23
U0044,H017,1.8,2025-07-30
U0044,H054,4.5,2024-03-17
U0044,H024,1.2,2025-02-21
U0044,H023,4.9,2025-07-10
